"N°","dc.contributor.author","dc.title","dc.date.issued","dc.publisher","dc.identifier.uri","dc.subject","thesis.degree.grantor","thesis.degress.name","renati.level","renati.type"
"64","Serrano Trujillo, Fernanda Valentina | Sangama Tuanama, Nélida","Efectos de la política monetaria en la  economía peruana, durante el periodo de 1985 – 2000","2023","Universidad Nacional Hermilio Valdizán","https://hdl.handle.net/20.500.13080/8458","Intervención del Estado | Participación del Estado | Economía Peruana | Rol del Estado | Economía | Mercado","Universidad Nacional Hermilio Valdizán. Facultad de Economía","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"65","Roca Vidal, Miki Lino","Estudio comparativo de las áreas curriculares de Ciencias Sociales e Historia Geografía y Economía","2021-10-20","Universidad Nacional de Huancavelica","https://hdl.handle.net/20.500.14597/4108","Área de Ciencias Sociales | Área de HGE | Competencias | Capacidades | Desempeños | Estándares de aprendizaje | Actitudes | Conocimientos | Escala de calificación.","Universidad Nacional de Huancavelica . Facultad de Educación","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"66","Ruiz Jaime, Juan Edinson | Villanueva García, María Ana","Consecuencias de la reforma del modelo económico social de mercado  por una economía popular en la Constitución Política del Perú","2022","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/99632","Economía social | Reforma constitucional | Derechos fundamentales","Universidad César Vallejo. Facultad de Derecho y Humanidades","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"67","Baldeón Amarillo, Yulita Flor","Sistema de gestión de la calidad y administración pública en el Ministerio de Economía y Finanzas, Lima 2017","2017","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/16056","Sistema de gestión de la calidad | Administración pública","Universidad César Vallejo. Escuela de Posgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"68","Sánchez Barraza, Bernardo Javier","Crisis económica mundial del 2008 y su impacto en la economía peruana","2018","Universidad Nacional Mayor de San Marcos","https://hdl.handle.net/20.500.12672/8848","Crisis económicas | Crisis financiera global, 2008-2009 | Economía - Perú","Universidad Nacional Mayor de San Marcos. Facultad de Ciencias Contables. Unidad de Posgrado","","https://purl.org/pe-repo/renati/level#doctor","https://purl.org/pe-repo/renati/type#tesis"
"69","Espinoza Prado, Karol Lucia","Competencias digitales y gobierno digital en el ministerio de economía y finanzas, 2024","2025","Universidad Nacional del Callao","https://hdl.handle.net/20.500.12952/10440","Competencias Digitales | Gobierno digital | Interoperabilidad | Servicios digitales | Seguridad digital","Universidad Nacional del Callao. Facultad de Ciencias Administrativas","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"70","Zapata Santos, Yessica Paola","La cultura financiera y su relación con la economía familiar de los hogares del distrito de Chiclayo","2021","Universidad Señor de Sipán","https://hdl.handle.net/20.500.12802/8145","Economía familiar | Cultura financiera | Modelo econométrico Logit ordenado","Universidad Señor de Sipán. Facultad de Ingeniería, Arquitectura y Urbanismo","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"71","Mendoza Acuña, Lynn Wendy","Implementación del registro de pasivos ambientales mineros para proteger la economía y el desarrollo social en la región Lambayeque","2021","Universidad Señor de Sipán","https://hdl.handle.net/20.500.12802/8595","Pasivos ambientales | Economía | Desarrollo social | Minería","Universidad Señor de Sipán. Facultad de Derecho y Humanidades","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"72","Ramos Hernández, Reit Renzo","Gestión administrativa y clima organizacional en la División de economía de la PNP. 2020","2020","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/65137","Gestión administrativa | Clima organizacional","Universidad César Vallejo. Escuela de Posgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"73","Palacios Vilela, Jesús Josefa","Complementariedad entre el derecho y la economía según la percepción de los jueces civiles del distrito judicial de Lima, en el año 2016","2019","Universidad Nacional Mayor de San Marcos","https://hdl.handle.net/20.500.12672/11526","Derecho - Filosofía | Economía - Filosofía | Derecho y economía | Contratos","Universidad Nacional Mayor de San Marcos. Facultad de Derecho y Ciencia Política. Unidad de Posgrado","","https://purl.org/pe-repo/renati/level#doctor","https://purl.org/pe-repo/renati/type#tesis"
"74","Tarazona Tucto, Juan Jua","Crisis económica internacional y su impacto en el crecimiento económico en la región Huánuco, período 2008 – 2011","2016","Universidad Nacional Hermilio Valdizán","https://hdl.handle.net/20.500.13080/2149","Crisis económica internacional | Impacto en el crecimiento económico | Región Huánuco","Universidad Nacional Hermilio Valdizán. Escuela de Postgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"75","Huillca Camero, Lidia | Vergara Cusihuallpa, Angelica","Impacto de la economía circular para la reducción de la huella de  carbono en las actividades de la Municipalidad de Taray-2022","2022","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/106720","Economía circular | Impacto ambiental | Cambio climático","Universidad César Vallejo. Facultad de Ingeniería y Arquitectura","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"76","Miranda Palomino, Pilar Geisha","Habilidades sociales y aprendizaje en el área de historia geografía y economía en los estudiantes de primero de secundaria IE 3061 Comas, 2012","2015","Universidad César Vallejo","https://hdl.handle.net/20.500.12692/6711","Habilidades sociales | Aprendizaje | Historia | Geografía | Economía | Educación secundaria","Universidad César Vallejo. Escuela de Posgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"77","Rodriguez Sampen, Marco Alfredo","Economías de escala y poder de negociación de los paquetes de Camino Inca de la agencia Machupicchu Travel 2015-2019","2025","Universidad Nacional de San Antonio Abad del Cusco","https://hdl.handle.net/20.500.12918/12186","Economías de escala | Poder de negociación de proveedores | Costos de producción | Costo de cambio de proveedores","Universidad Nacional de San Antonio Abad del Cusco. Escuela de Posgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"78","Chocce Soto, Fidel | Mencia Apomayta, Ysabel","Características de la economía de los habitantes del centro poblado de Parco Alto distrito de Anchonga - Huancavelica","2019-08-05","Universidad Nacional de Huancavelica","https://hdl.handle.net/20.500.14597/2819","economía | feudalismo | capitalismo.","Universidad Nacional de Huancavelica. Facultad de Educación","","",""
"79","Sotomayor Villanueva, Bruno Andrés","Desafíos y oportunidades de la adhesión del Perú al Acuerdo de Asociación de Economía Digital (DEPA) para el crecimiento de la economía digital en el país, 2021-2023","2024","Universidad de San Martín de Porres","https://hdl.handle.net/20.500.12727/14074","Comercio exterior | Acuerdos económicos | Acuerdos internacionales","Universidad de San Martín de Porres. Instituto de Gobierno y de Gestión Pública. Unidad de Posgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"80","Auccapuclla Apolinario, Lizeth Luisa | Iparraguirre Carrillo, Manuel Arturo","Importancia de la educación financiera en la cultura del ahorro de la economía familiar. Provincia Constitucional del Callao. 2023","2023","Universidad Católica Sedes Sapientiae","https://hdl.handle.net/20.500.14095/2155","Educación Financiera | Economía familiar | Cultura del ahorro","Universidad Católica Sedes Sapientiae. Escuela de Postgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"81","Montalvo Huanca, Jorge | Abado Sanca, Ruben Natalio","Trabajo de campo como estrategia para el aprendizaje en el área de historia, geografía y economía en los alumnos del cuarto grado de la IES Comercial El Centenario del distrito de Putina 2018","2019-12-24","Universidad Nacional del Altiplano. Repositorio Institucional - UNAP","https://repositorio.unap.edu.pe/handle/20.500.14082/14136","Aprendizaje | Estrategia | Trabajo de campo | Eficacia","Universidad Nacional del Altiplano. Facultad de Ciencias de la Educación","","",""
"82","López Oré, Paola Maribel","Impacto de las microfinanzas en el nivel de empleo en la provincia de Trujillo 2005-2009","2009","Universidad Nacional de Trujillo","https://hdl.handle.net/20.500.14414/7668","Bancarización de las MYPEs, Grado de intermediación, Impacto de Las Microfinanzas, Nivel de empleo","Universidad Nacional de Trujillo.Escuela de Posgrado","","",""
"83","Torreblanca Palomino, Roberto","Dinámica y evolución de la economía regional en el Perú en base al producto 1979-1987","1991","Universidad Nacional Federico Villarreal","https://hdl.handle.net/20.500.13084/800","Dinámica | Evolución | Economía | Regional | Perú | Producto","Universidad Nacional Federico Villarreal. Facultad de Ingeniería Geográfica, Ambiental y Ecoturismo","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"84","Garcia Celis, Segundo Wilmar","Economía circular y logística inversa en la cooperativa Granja Porcón – Cajamarca 2022","2023-06-15","Universidad Privada del Norte","https://hdl.handle.net/11537/34898","Economía circular | Logística | Desarrollo sostenible | Granjas | Enfoque ambiental | Enfoque económico","Universidad Privada del Norte. Facultad de Negocios","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"85","Romero Quispe, Víctor Raúl","El trueque en el contexto de la violencia política y sus implicancias en los procesos de consolidación durante la pacificación en la Comunidad Campesina de Lampa (Páucar del Sarasara - Ayacucho: 1980-2009)","2017","Universidad Nacional Mayor de San Marcos","https://hdl.handle.net/20.500.12672/7409","Trueque - Perú | Campesinos - Perú - Condiciones económicas","Universidad Nacional Mayor de San Marcos. Facultad de Ciencias Sociales. Unidad de Posgrado","","https://purl.org/pe-repo/renati/level#maestro","https://purl.org/pe-repo/renati/type#tesis"
"86","Mejía Claros, Alex Junior | Orihuela Márquez, Jerssly Paulina","Los determinantes de la inversión en la economía peruana: 2000 – 2015","2018","Universidad Nacional José Faustino Sánchez Carrión","http://repositorio.unjfsc.edu.pe/handle/UNJFSC/2254","Inversión privada | Actividad económica | Costo de capital","Universidad Nacional José Faustino Sánchez Carrión. Facultad de Ciencias Económicas, Contables y Financieras","","",""
"87","Armas Hernández, Ronny | Quio Montalvo, Mario Gerald | Vásquez Bartra, Estefany Betty","Factores de sobreendeudamiento y economía familiar durante el contexto de la pandemia COVID-19 en el distrito de Manantay 2020","2021","Universidad Nacional de Ucayali","https://hdl.handle.net/20.500.14621/5271","Sobreendeudamiento | Covid- 19 | Economía Familiar | Gestión Tributaria y Articulación Institucional y Empresarial","Universidad Nacional de Ucayali. Facultad de Ciencias Económicas, Administrativas y Contables","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
"88","Aurazo Quispe, Cinthia Judith","Impacto del programa juntos en la economía del hogar beneficiario del centro poblado de Imacita, 2019.","2023","Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas","https://hdl.handle.net/20.500.14077/3405","Programa juntos | Economía familiar","Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas. Facultad de Ciencias Económicas y Administrativas","","https://purl.org/pe-repo/renati/level#tituloProfesional","https://purl.org/pe-repo/renati/type#tesis"
